Rec,Sent,User_ID,Rec_Lang,Sent_Lang
"Ohhh okeii, Y por k no trabaja hoy",Ola tu,U15,spanish,bilingual
"Hola tu, En k sta, ???",En Na y tu,U15,bilingual,bilingual
"Tu ultimamente no sta en nada, [EMO, 2][EMO, 2][EMO, 2], Yo aki rumbo a mi casa, Stoi en el tren, Hahhahahahha, [EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3], Dice [NAME, 6] k cuando te va a conocer , K ese dia no k tiene k se ante, K tiene k ser ante de k m viole",Dejame violarte hoy y hoy mismo la conozco,U15,spanish,spanish
"No se puede hoy, Cuando se puede tu no kiere","Fokiu[EMO, 2][EMO, 2]",U15,spanish,spanish
".l., Stpd, Por k m dice haci, ??","Pork eres [EMO, 2][EMO, 2][EMO, 2]mala",U15,bilingual,bilingual
"Yo no soy mala, Tu ere malo, Por k nunca kiere venir, Si no stoi sola, Y tu viene pila al [PLACE, 5], [EMO, 53][EMO, 53], Hola molx, Bn gracia ah dios, Y tuu, Cm sta, ???","Olaaaaaaa, Bn [EMO, 15][EMO, 105][EMO, 109][EMO, 15]",U15,spanish,spanish
"M alegrooo, K ste bn, Perdiooooo, [EMO, 15][EMO, 15][EMO, 15][EMO, 15][EMO, 15], K hace, ?????, K haceeee, ????","Aki en Na [EMO, 25]",U15,bilingual,bilingual
"Ya llegate, A tu casa, ??","Ase AÂ–O [EMO, 39][EMO, 39]",U15,bilingual,bilingual
"Ok, [IMAGE], Toy muerta del cansacio, [EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30]",La vida del bagO,U15,spanish,spanish
"La vida del k trabaja, [EMO, 2][EMO, 2]"," [EMO, 19][EMO, 19]",U15,spanish,bilingual
"K tu hame, Hace, ???, Yo aki tira en mi cama, Cn [NAME, 6] y [NAME, 6] ",Deja ver,U15,bilingual,spanish
"A [NAME, 6] y ah [NAME, 6] ","Deja ber [EMO, 15][EMO, 15]",U15,bilingual,spanish
"[IMAGE], Ella stan aropada de pie a cabeza, Lol, Gm, [EMO, 8]","Gm[EMO, 15]",U15,spanish,bilingual
"[IMAGE], K tu hace, ????","[IMAGE], [EMO, 94][EMO, 8]",U15,bilingual,bilingual
"Tu nadama come pizza, Te va a poner gordoo, Vdd tu no trabaja los domingo, ??????","Solo en verano no trabajo lo domingo [EMO, 29]",U15,spanish,spanish
Pero no stamo en verano,"Pero yo trabajO hoy maÂ–e, Taba en el break era [EMO, 19][EMO, 2]",U15,spanish,spanish
"Ok Â–ame, No sabia, Wyd, ???","[EMO, 15][EMO, 15]Acostao , & tU",U15,bilingual,bilingual
"Aki k llegue a mi casa ahora, Ase un ratito, Y m staba baÂ–ando"," TuÂTa Perdia coÂ–o [EMO, 19][EMO, 19][EMO, 19]",U15,spanish,bilingual
"Tu m dejaste hablando sola, Leite mi msj y no m respondiste, Y dije bueno no m kiere hablar, Por eso no te tire mas, [EMO, 29][EMO, 29]","[EMO, 15][EMO, 15][EMO, 15]",U15,spanish,bilingual
"Y esa carita, Yo hablando cmtigo y mira tu o k manda, [EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39], Yo hablando cntigo y tu mira lo k manda*****, [EMO, 39][EMO, 39][EMO, 39][EMO, 39]","Sorry Amor :/ kise mandar una carita Triste [EMO, 30]",U15,spanish,bilingual
"Ok!!!! K tu hace, ????"," Na aki en la barberia[EMO, 8][EMO, 94]",U15,bilingual,bilingual
"Tu si sta bn, [EMO, 30][EMO, 30][EMO, 30][EMO, 30]","Y tu [EMO, 8]",U15,bilingual,bilingual
"Aki en el trabajo k m toca trabaja hoy, [EMO, 29][EMO, 29][EMO, 29], K hace, ????"," Ola [EMO, 8][EMO, 8]",U15,spanish,bilingual
"Hola, Ctt, ??",Bn y tu,U15,bilingual,bilingual
"[IMAGE], Ella es tu novia, ?????","Cual muchacha ?[EMO, 33][EMO, 15]",U15,bilingual,spanish
"La m tr dijo babeee, [EMO, 52]","No [EMO, 3][EMO, 3][EMO, 83][EMO, 83]esos solo son comentarios [EMO, 3][EMO, 3][EMO, 3]",U15,spanish,spanish
"Unmmm ok, K hace, ???"," Working [EMO, 8]",U15,bilingual,english
"Ta bn hay, [EMO, 15][EMO, 15][EMO, 15], Y despues dice k no tr hablo, [EMO, 52][EMO, 52]",Ola Amor,U15,spanish,bilingual
"M tu haceee, K tu hace, ?????","Aki akotao[EMO, 8][EMO, 120]",U15,bilingual,bilingual
"K buenooo, [EMO, 5][EMO, 5], Byeee good night k pase mui buenas noche, Y k duerma cn dios, [EMO, 15][EMO, 15][EMO, 15][EMO, 15], Tu kiere k m kede pa dejame hablando sola, Cm siempre","No amOr Ya no [EMO, 2][EMO, 15]",U15,spanish,bilingual
"Tu diempre m dice haci, Y siempre lo hace, Te dou 10 minuto, Pa k m deje hablando sola","Ok sorry [EMO, 2][EMO, 2], Y en k tas, ?",U15,spanish,bilingual
"Aki cambiandomee k m toca trabaja horita, Y tu k hacee, ????"," Ayer fuiste tu k me dejaste Hablando solo [EMO, 19]",U15,spanish,spanish
"Sorry k te deje hablando solo fue k m kede dormia taba cansa y cm  crei k tu m iva a dejar hablando sola, Pero sorry, [EMO, 15][EMO, 15][EMO, 15]","[EMO, 19][EMO, 19][EMO, 19]ok ",U15,spanish,bilingual
K tu hace," En el dentista [EMO, 15][EMO, 94]",U15,bilingual,bilingual
Yo tengo k ir tambn,"No bete pa Otro k Ya Aki no kieren ma gente, [EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3]",U15,spanish,spanish
"[EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3], Yo no te dije k era pa ese, K ivaaaa, Yo tengo mi dentista, [EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3]","ÂTe voy a violar poreso [EMO, 19]",U15,spanish,bilingual
"Hahhahaha, [EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3], Dik k fue por eso, [EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3], Pero ok te creo","Si[EMO, 19]",U15,spanish,bilingual
"Yo odio esa caritaaa, [EMO, 39][EMO, 39][EMO, 39], Si yo te dejo de redponder es por k no puuedo, Por k stoi trabajando","Ok[EMO, 94][EMO, 15]",U15,spanish,bilingual
"K hace, ???",Nada y tu,U15,bilingual,bilingual
Comiendo,"Donde [EMO, 15][EMO, 15]",U15,other,spanish
Mcdonal,"  Okai[EMO, 8]",U15,other,bilingual
"Y tu sta aki en [PLACE, 5], ???",Sii,U15,bilingual,other
"K bn, [EMO, 15]","[EMO, 15][EMO, 94]yes",U15,bilingual,bilingual
"K tu hace, ???, Byee m voi a dormi good night, K pases mui buena noche, [EMO, 8][EMO, 8][EMO, 8]",Good night,U15,bilingual,english
"Hii, Gm"," Hi[EMO, 8]",U15,bilingual,bilingual
"Ctt, ??","  Bn y tu[EMO, 8]",U15,english,bilingual
"Bn gracias ah dios, M alegro k ste bn","Me Alegro [EMO, 15][EMO, 15][EMO, 15], Olle Cuando es kÂTe Boy a visitar [EMO, 19][EMO, 19]",U15,spanish,spanish
Yo no por k tu nunca kiere,"Kiero k estemos solo eh[EMO, 19]",U15,bilingual,spanish
"Ese es el problema k para dtar solo no puede ser en mi casa, Y tu no tiene donde"," Pero Cuando tu casa este sola [EMO, 19][EMO, 19]tu madrastraÂTe dijo a ti k le avise Si yo iva, Good morning [EMO, 8][EMO, 83]",U15,spanish,spanish
"Good morning [EMO, 8][EMO, 8][EMO, 8]","Como amaneciste[EMO, 150][EMO, 8]",U15,english,spanish
Bienn y tu?,"Bn que haCes mOii[EMO, 8]",U15,bilingual,bilingual
"En la escuelaa[EMO, 2][EMO, 2][EMO, 2]","Yo toy late ahora eh k me voy a baÂ–ar pa cojer palla [EMO, 8]",U15,spanish,spanish
Pa cojer pa donde??,"Pa la school mia [EMO, 15][EMO, 71]",U15,spanish,english
Ohhh ok lml," Hey[EMO, 15]",U15,english,english
Holaa,Como tuÂTa,U15,other,spanish
Bienn y tu?,"Bien [EMO, 8][EMO, 15][EMO, 105], Wyd",U15,bilingual,bilingual
Pa la casaaa,"Y a que hora sales de tu school [EMO, 15]",U15,spanish,bilingual
A las 4," Diablo eso mata[EMO, 29]",U15,bilingual,spanish
Tu no sabe nah,"Yo toy de 9:00 a 1:40[EMO, 15][EMO, 106]",U15,bilingual,bilingual
"Tu tabienn[EMO, 2][EMO, 2]","Yes [EMO, 30][EMO, 8][EMO, 15][EMO, 105][EMO, 150]can we talk on the phone ?[EMO, 19][EMO, 19]tu nunca kieres ",U15,bilingual,bilingual
"Ok llamame, Heyy[EMO, 3]","U still up[EMO, 15][EMO, 15]?, Vieja[EMO, 8][EMO, 83]",U15,bilingual,bilingual
"Dimelo viejo[EMO, 8][EMO, 3]","Wyd aguacate[EMO, 8][EMO, 105]",U15,bilingual,bilingual
"En la clase y tu tayotaaa[EMO, 3][EMO, 3]?",Y tu verengena,U15,spanish,spanish
"En clase tayotaa, [EMO, 3][EMO, 3]","Let me see you [EMO, 15][EMO, 83]",U15,spanish,english
"No pake [EMO, 3][EMO, 3]","[EMO, 19][EMO, 19][EMO, 19]forget it [EMO, 19][EMO, 19][EMO, 19]",U15,bilingual,english
"Cara de tayotaa[EMO, 19][EMO, 19][EMO, 19]","Y tu remolacha [EMO, 3][EMO, 3][EMO, 3]",U15,spanish,bilingual
"Lmfaoo[EMO, 3][EMO, 3] aguacate","Y tu pareces un Ramito de Recaito [EMO, 15][EMO, 83][EMO, 71][EMO, 106][EMO, 160][EMO, 161][EMO, 160][EMO, 161][EMO, 160][EMO, 161][EMO, 160][EMO, 161][EMO, 160][EMO, 161][EMO, 160][EMO, 161][EMO, 160][EMO, 161][EMO, 160][EMO, 161][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3]",U15,bilingual,spanish
"[EMO, 19][EMO, 19][EMO, 19][EMO, 19][EMO, 19]","Brocoli[EMO, 15][EMO, 105][EMO, 83][EMO, 8][EMO, 150]",U15,bilingual,bilingual
"amee[EMO, 3][EMO, 3]","I wana make you mine [EMO, 2][EMO, 2][EMO, 150][EMO, 150][EMO, 83][EMO, 83][EMO, 71][EMO, 71][EMO, 105][EMO, 6][EMO, 6][EMO, 90][EMO, 91][EMO, 83][EMO, 84][EMO, 77]",U15,english,english
"Ohh[EMO, 71][EMO, 71]","Me dejarias ?[EMO, 71][EMO, 88][EMO, 91][EMO, 6]",U15,bilingual,spanish
"Nocee [EMO, 19] No kieroo ser una de tus hoes [EMO, 3][EMO, 3][EMO, 3][EMO, 88][EMO, 71]","No tengo hoes[EMO, 19][EMO, 19]",U15,bilingual,bilingual
Ayy no me digaaa,"Yo no le ago caso a to esos grillOs k comentan, [EMO, 19]",U15,bilingual,spanish
"[EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3]","Mi Amor [EMO, 150][EMO, 71][EMO, 8]",U15,bilingual,bilingual
"Dime? [EMO, 8][EMO, 8]","Wyd bby, [EMO, 29]",U15,bilingual,english
"Pa la bodega, Y tu?","En los casa de Papi tirao en el piso[EMO, 105][EMO, 2][EMO, 105][EMO, 2]",U15,bilingual,spanish
"Lmfaoo[EMO, 3][EMO, 3][EMO, 3]","A donde mas juntamos  maÂ–ana, [EMO, 19][EMO, 19][EMO, 19][EMO, 19][EMO, 19][EMO, 19][EMO, 19][EMO, 19], [EMO, 19]",U15,bilingual,spanish
"Olle no te voy a poder ver el papa de la niÂ–aa va tal ayy[EMO, 17][EMO, 17]","Wow [EMO, 117][EMO, 117][EMO, 29][EMO, 29]",U15,bilingual,bilingual
"Sorry[EMO, 17][EMO, 17][EMO, 17]",Yo Lo pense desde un principio k algo dike iva a impedirlo,U15,english,spanish
"Si el no habiaa tadoo ayy de verdad yo te keriaa verr [EMO, 17][EMO, 17]","[EMO, 15][EMO, 15][EMO, 15]por Lo k beo contigo nunca tengo suerte ",U15,spanish,spanish
"[EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17] de verddaddd perdonnn [EMO, 17][EMO, 17] Yoo te keriaa ver tambienn","[EMO, 117][EMO, 117]",U15,spanish,bilingual
"[EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17]","[EMO, 117][EMO, 117][EMO, 29][EMO, 29]",U15,bilingual,bilingual
" [EMO, 17][EMO, 17]",De Verdad jurao k nunca tengo suerte contigo,U15,bilingual,spanish
"[EMO, 31][EMO, 31]",Wyd,U15,bilingual,other
Con la bebe,"Ah ok [EMO, 92]Â",U15,bilingual,bilingual
"[EMO, 19][EMO, 19]","[EMO, 19][EMO, 19]que ??",U15,bilingual,spanish
Nadaa,"Ok, ?",U15,other,english
Que??,"Que haCes, ?[EMO, 19]",U15,other,spanish
Acosta y tu?,"Y no invitas coÂ–o [EMO, 19]",U15,bilingual,bilingual
"Lml tayotaa [EMO, 8][EMO, 19]","[NAME, 4] [EMO, 19][EMO, 19]",U15,bilingual,bilingual
"Be my bae ig [EMO, 2][EMO, 2] paquÂ’ ete tipo me deje trankilaa","Ponme[EMO, 83]",U15,spanish,english
Como eh tu ig?,ultra-sofoke,U15,bilingual,other
"Pero tu me vas a poner too [EMO, 3][EMO, 3] si no me busco otro[EMO, 19][EMO, 92][EMO, 3][EMO, 8][EMO, 8]","Cuando tu seas mia de Verdad te pongo cuz u never got time for me [EMO, 88][EMO, 19]",U15,spanish,spanish
"Ahh pss vaya paayaa, [EMO, 94][EMO, 94]",Ok me voy Como Digas,U15,english,bilingual
"[EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2]"," Aprende por Lo
Menos hablarle a la gente Cuando tienen la razon [EMO, 97][EMO, 97][EMO, 97][EMO, 97]",U15,bilingual,spanish
"Diabloooo, Tu me killaaa de verdad [EMO, 19][EMO, 19][EMO, 19]",Porke tu Cuando te dicen la Verdad te molesta y kieres tener la raZon en todo,U15,bilingual,spanish
No esoo no eh asi,"Asi Es Porke te molesto Cuando te dije la Verdad k para mi no hay tiempo, Nisikiera una hora te pesa sacar[EMO, 39][EMO, 39][EMO, 39]",U15,english,spanish
"Deja tu chimee[EMO, 17][EMO, 17]","Yah, [EMO, 19]",U15,bilingual,bilingual
"[EMO, 8][EMO, 8][EMO, 8]","[EMO, 29][EMO, 29][EMO, 29]",U15,bilingual,bilingual
"[EMO, 8][EMO, 8]",K ase seÂ–orita,U15,bilingual,bilingual
"Esperandoo eta muchacha[EMO, 8] y tu?? ","Aki en [NAME, 7]
K toy comprando algo ",U15,spanish,spanish
"Guardamee lo mio [EMO, 3][EMO, 3][EMO, 3]","Guardame tu Lo mioÂtambien [EMO, 2][EMO, 90][EMO, 83][EMO, 91][EMO, 71]",U15,bilingual,spanish
"Tabien[EMO, 3][EMO, 2]","Ok [EMO, 8]",U15,spanish,bilingual
"Okey[EMO, 8][EMO, 8]","[EMO, 88], R a  k i Â– a [EMO, 15]",U15,bilingual,bilingual
"Degraciaoo[EMO, 19][EMO, 19][EMO, 99]"," Te amOÂtambien [EMO, 8]",U15,bilingual,spanish
No te amo,fuck you,U15,bilingual,english
"Lml i cant fuck myself [EMO, 99]"," Te ayudo [EMO, 2][EMO, 91][EMO, 125][EMO, 120][EMO, 150][EMO, 83]",U15,english,spanish
"Esoo si kieres [EMO, 3][EMO, 3][EMO, 3]",Kieres k te ayude oh no ?,U15,bilingual,bilingual
"Noce, [EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3] , Pa un park [EMO, 88]","Dime party ??[EMO, 19][EMO, 19]",U15,bilingual,english
"Voy pa uno[EMO, 3]","Donde eh el k bas [EMO, 88], ?",U15,bilingual,bilingual
"Eh de mi familia en la [NUMBER, 3], [NUMBER, 3]**","Voy pa la [NUMBER, 3] Si kiere ir despues me Dejas saber eh de una Amiga mia ",U15,bilingual,spanish
"TAbienn[EMO, 8]",Wyd,U15,bilingual,other
Holaa,"Ola [EMO, 109][EMO, 19]",U15,other,bilingual
Como tu esta?,"Bn y tu hija mia [EMO, 15][EMO, 105]",U15,spanish,bilingual
Bienn,"Me alegrO [EMO, 15]",U15,other,bilingual
Gracias igual,"[EMO, 120][EMO, 150][EMO, 15][EMO, 15]",U15,spanish,bilingual
"[EMO, 19], Fucking cueroo[EMO, 19][EMO, 19]","Porke [EMO, 30][EMO, 30][EMO, 30][EMO, 30]",U15,english,english
Unjuuuu averiguaa,"Dime [EMO, 17][EMO, 105]",U15,spanish,bilingual
No averigueloo,"  No[EMO, 17][EMO, 109]",U15,spanish,bilingual
Sii,Olaaaaaa,U15,other,other
Hola,"Te voy a matar [EMO, 19][EMO, 19]",U15,other,spanish
Por que?,"Porke no me Kieres [EMO, 19][EMO, 19]",U15,bilingual,bilingual
Siguee enamorandoo,"Yo se Porke Lo dices [EMO, 19][EMO, 19]",U15,bilingual,bilingual
Porque?,"Porke le dije algo a tu Amiga esa chismosa[EMO, 19][EMO, 19]",U15,other,spanish
Hahahaha y que tu cree que no me lo iva a decir,"Lol Pero tu te ases k tu con ningun otro hombre hablabas [EMO, 19][EMO, 19][EMO, 19], Porke yo se [EMO, 19][EMO, 19], Por algo Lo digo",U15,bilingual,spanish
"Ohhh[EMO, 3][EMO, 3][EMO, 3]","Y con Un amigo mio Es k hablabas[EMO, 3][EMO, 3][EMO, 3]Âtambien lol asta prueba me enseÂ–o[EMO, 3]",U15,bilingual,spanish
"[EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3], [IMAGE], Chill [EMO, 3][EMO, 19]","[IMAGE], [EMO, 92]Â[EMO, 92]Â[EMO, 92]Â[EMO, 92]Â",U15,bilingual,bilingual
"[EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3] lmfaoo , Denua que??","Tu te crees
K nama de Lo k yo ago se sabe ",U15,spanish,bilingual
"Lmfaoo[EMO, 3][EMO, 3]chill pero que fue lo que el te dijo? ","Nada [EMO, 19][EMO, 19]",U15,spanish,bilingual
Dimee coÂ–oo,"Call me [EMO, 19][EMO, 19]",U15,english,bilingual
"Te llamo haoritaa que twngo que lla[NAME, 5] mi papa  ","Ok[EMO, 19][EMO, 19][EMO, 19]",U15,bilingual,bilingual
Ok,"[EMO, 19]",U15,other,bilingual
"Good morning cabezaa de tayotaa[EMO, 3][EMO, 8][EMO, 8]","Good morning batata sanchoza[EMO, 83][EMO, 109][EMO, 120][EMO, 90]",U15,bilingual,bilingual
"Lmfaoo batata[EMO, 3][EMO, 3]",Wyd,U15,spanish,other
Acosta y tu?,"Aki en Lo mismo, Klok",U15,bilingual,spanish
Holaa,Wyd,U15,other,other
Nothing hbu?,"Here Aki en [NAME, 7] comprando Pero no jallo k compra [EMO, 29]",U15,english,spanish
Ohh,"Yes, ÂTe voy a meter 3 cocotako[EMO, 39][EMO, 39][EMO, 34][EMO, 34]",U15,other,bilingual
"[EMO, 2][EMO, 2] whyy","Cuz nunca me Dejas conocerte coÂ–o [EMO, 39][EMO, 39]",U15,bilingual,spanish
"Hahahahaha[EMO, 92][EMO, 2][EMO, 2][EMO, 2]","NoÂTe ria k tu CoJe to en relajo[EMO, 39][EMO, 39]",U15,bilingual,spanish
Ohhhh,Ok,U15,other,other
"[EMO, 19][EMO, 19] ok",Yah,U15,bilingual,other
"[EMO, 2][EMO, 116][EMO, 8][EMO, 71][EMO, 31]","Wife [EMO, 10][EMO, 15]",U15,bilingual,bilingual
"Hubby. [EMO, 105][EMO, 2][EMO, 8]","[EMO, 39][EMO, 39][EMO, 56][EMO, 56][EMO, 62][EMO, 62]",U15,english,bilingual
"Wyd cutie? [EMO, 2][EMO, 8][EMO, 31][EMO, 73]"," Here in my bed baby [EMO, 2]",U15,bilingual,english
"Come lay in my bed with me. [EMO, 2]","Unmm I wish baby [EMO, 2]",U15,english,english
"Mmmmm, me too. I need you. ","I need u only for few times[EMO, 2] until we be like 95 years old [EMO, 71][EMO, 71][EMO, 77][EMO, 128][EMO, 129][EMO, 113]",U15,english,english
"Psh, 95 Ima still want it. [EMO, 2]","Yes [EMO, 127][EMO, 116]Â[EMO, 123][EMO, 125]but want what ?",U15,bilingual,english
Youuuuuu.,"Awwwww[EMO, 128][EMO, 116]Â[EMO, 121]",U15,other,bilingual
"I can't wait to see you. [EMO, 8]","Same baby[EMO, 71][EMO, 113][EMO, 123]I want to stay with u forever my love ",U15,english,english
"[EMO, 8][EMO, 8] are you gonna stay at the hotel with me when I come see you? ","Yes baby ima be with you [EMO, 56][EMO, 113][EMO, 128][EMO, 71]",U15,english,english
"[EMO, 4]Â[EMO, 4]Â[EMO, 4]Â[EMO, 4][EMO, 2][EMO, 2][EMO, 2]Â","But in  like how long u gonna come baby[EMO, 88][EMO, 39][EMO, 71][EMO, 128]",U15,bilingual,english
At least the weekend.,But but in what date,U15,english,english
The 20th until whenever,"Ah ok baby[EMO, 123][EMO, 56]",U15,english,english
Is that okay with you?,"Yes baby [EMO, 56][EMO, 113]and U live in[PLACE, 9] ?, Right",U15,english,english
"You don't remember anything about me [EMO, 2]","[PLACE, 8] ",U15,english,bilingual
"I live in [PLACE, 8]. , Yes.","But the map don't show [PLACE, 8] when u sent the pic[EMO, 92][EMO, 113][EMO, 88]",U15,bilingual,english
"[IMAGE], There you go [EMO, 8]","Ah ok baby [EMO, 39][EMO, 71]",U15,english,english
Wish you were here in bed with me.,"Why[EMO, 7]Â[EMO, 127]",U15,english,english
"Cause I need you. [EMO, 2]","When u gonna have ur first baby [EMO, 88][EMO, 123][EMO, 127]",U15,english,english
Our*,"U want to try when you be here baby??[EMO, 71][EMO, 39][EMO, 127][EMO, 123]",U15,other,english
Do you?,"Yes baby because I think in a future with you[EMO, 113][EMO, 123][EMO, 126][EMO, 4][EMO, 128]",U15,english,english
"[EMO, 8][EMO, 8][EMO, 8][EMO, 8]",U want or no?,U15,bilingual,bilingual
Let's talk about it more when j get there.,"Yes baby Good idea [EMO, 56][EMO, 113][EMO, 123], [EMO, 88], Good morning [EMO, 116][EMO, 113][EMO, 123]georgeous hope you[EMO, 113][EMO, 128][EMO, 126][EMO, 56][EMO, 129]had a wonderful day[EMO, 71][EMO, 129][EMO, 39][EMO, 128][EMO, 121][EMO, 77]yesterday I hope you [EMO, 88][EMO, 113]slept well[EMO, 116]Â[EMO, 116]Â[EMO, 116]Â[EMO, 116]Â[EMO, 116][EMO, 128][EMO, 129][EMO, 129][EMO, 129][EMO, 129][EMO, 56][EMO, 56][EMO, 56][EMO, 56][EMO, 123][EMO, 123][EMO, 123][EMO, 123][EMO, 127][EMO, 127][EMO, 127][EMO, 92][EMO, 113][EMO, 39][EMO, 39][EMO, 39][EMO, 71][EMO, 71][EMO, 71][EMO, 71][EMO, 71][EMO, 123][EMO, 125][EMO, 125][EMO, 125], [EMO, 29]",U15,english,english
"Good morning. [EMO, 4]Â Sorry I just woke up. [EMO, 8][EMO, 8]","I was missing u a lot baby[EMO, 53][EMO, 53][EMO, 119][EMO, 119][EMO, 106]Â[EMO, 106]Â",U15,english,english
"I'm sorry. [EMO, 17][EMO, 2] I missed you too ","You read the message baby?[EMO, 88][EMO, 53]",U15,english,english
What message?,"When I said good morning [EMO, 56][EMO, 88][EMO, 39][EMO, 90]",U15,english,english
"Yesssss. [EMO, 2][EMO, 8]","[EMO, 39][EMO, 39]okay",U15,spanish,bilingual
"You're too sweet. & of course I had a wonderful day yesterday, I talked to you all day. [EMO, 8]","  Same when u be here gonna be the best day in my life[EMO, 39][EMO, 71][EMO, 77][EMO, 116][EMO, 119][EMO, 123]",U15,english,english
"Awhhhh. [EMO, 2] I can't wait. [EMO, 8]","[IMAGE], My favorite cartoon [EMO, 39][EMO, 83]",U15,bilingual,english
"Spongebobs my favorite cartoon. [EMO, 4]Â","U know I got a lot sox of SpongeBob[EMO, 39][EMO, 119]",U15,english,english
"You know you're perfect. [EMO, 2][EMO, 116]Â","Idk[EMO, 8][EMO, 71][EMO, 116][EMO, 119]",U15,english,bilingual
"I do. [EMO, 8][EMO, 105][EMO, 31][EMO, 2], [EMO, 19][EMO, 19][EMO, 19][EMO, 19][EMO, 19] , You left me on read [EMO, 88][EMO, 88][EMO, 88]","Sorry baby because I was in my class[EMO, 53][EMO, 77]",U15,english,english
"It's okay. [EMO, 8][EMO, 8]","Wyd baby[EMO, 8][EMO, 71][EMO, 7]Â",U15,bilingual,english
"At the doctor. Wyd? [EMO, 8]","Here at the School baby [EMO, 15][EMO, 128][EMO, 157][EMO, 71][EMO, 128][EMO, 116][EMO, 119][EMO, 39][EMO, 56]",U15,bilingual,english
High school?,"Yea but i just suppose to take only one regent that's why im here, And ima go to college soon baby [EMO, 126][EMO, 113][EMO, 116]Âu know to get ready for our future[EMO, 56][EMO, 71][EMO, 128][EMO, 116][EMO, 128]Â[EMO, 83][EMO, 150]",U15,english,english
"[EMO, 4]Â I'm about to go back to school. ","College?[EMO, 88]",U15,english,english
"He's., Yes","Ok baby[EMO, 8][EMO, 150][EMO, 128]what you want to be [EMO, 88][EMO, 56]",U15,bilingual,english
"I went for a semester & dropped out because my family needed me., I wanna get my certificate in early childhood education so I can be w preschool teacher.","Awwwww ima be a student in your class[EMO, 56][EMO, 150]",U15,english,english
"Come on. [EMO, 2]","I will [EMO, 8][EMO, 128][EMO, 116]Âsent me a pic of u baby[EMO, 126][EMO, 8][EMO, 119]",U15,bilingual,bilingual
"[IMAGE], Now sent me one. [EMO, 8]",[IMAGE],U15,bilingual,other
"[EMO, 8][EMO, 8][EMO, 8][EMO, 8][EMO, 8]","[EMO, 39][EMO, 39][EMO, 39][EMO, 8][EMO, 8][EMO, 8]",U15,bilingual,bilingual
"Your lips though [EMO, 2][EMO, 2][EMO, 2][EMO, 2]","Are yours[EMO, 39][EMO, 8][EMO, 7]Â",U15,english,english
"[EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2]","[EMO, 39][EMO, 39][EMO, 39]",U15,bilingual,bilingual
"[EMO, 4]Â[EMO, 4]Â[EMO, 4]Â[EMO, 4]Â[EMO, 4]Â[EMO, 4]Â","Wyd bae[EMO, 8]",U15,bilingual,bilingual
"Sitting at work. [EMO, 31] wyd? ","On my way to work Baby[EMO, 8][EMO, 128][EMO, 116]Â[EMO, 160][EMO, 123]",U15,english,english
"[EMO, 2] I wanna go home , Guess what I just did? [EMO, 4]Â","What baby[EMO, 2][EMO, 2]",U15,english,english
"Enrolled in school. [EMO, 4]Â","Yes my baby[EMO, 2][EMO, 71][EMO, 123][EMO, 119]",U15,english,english
"I'm excited. [EMO, 4]Â, [EMO, 2][EMO, 2][EMO, 2]","Awwww baby sorry [EMO, 2][EMO, 2]I was so busy[EMO, 25]",U15,english,english
"It's okay. I missed you! [EMO, 8][EMO, 8]","[IMAGE], What is the color[EMO, 33][EMO, 33], ?",U15,english,english
It's blue?,"A lot people said white and gold
[EMO, 2][EMO, 2][EMO, 2][EMO, 3][EMO, 3][EMO, 3][EMO, 3], That's crazy",U15,bilingual,english
"Look [EMO, 2][EMO, 3][EMO, 3][EMO, 3], [IMAGE], My sister just sent that to me","A lot people are talking about that[EMO, 33][EMO, 33][EMO, 33][EMO, 33]",U15,english,english
Whyyyyy?,Idk cuz people say differents colors,U15,other,english
"Am I color blind?, [IMAGE]","Wow that's crazy [EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2]",U15,bilingual,english
"You better stop leaving me on read, Mister. [EMO, 127][EMO, 88]","I said wow that's crazy [EMO, 25]",U15,english,english
